Name1,Name2,Stamina,Exp,HP,Tame,Vitality,Armour,Speed,Power
Stamina Snow Flobes X Tame Flake Flower,Tame Flake Flower X Stamina Snow Flobes,110,0,0,75,-2,0,-2,-2
Stamina Snow Flobes X Magic Mushroom,Magic Mushroom X Stamina Snow Flobes,220,0,0,0,0,0,0,0
Stamina Snow Flobes X Snow Flobes,Snow Flobes X Stamina Snow Flobes,200,0,0,0,0,0,0,0
Stamina Snow Flobes X Squish,Squish X Stamina Snow Flobes,180,0,0,0,0,0,0,0
Stamina Snow Flobes X Stonefruit,Stonefruit X Stamina Snow Flobes,170,0,0,0,0,0,0,0
Stamina Snow Flobes X Snowdrop Flower,Snowdrop Flower X Stamina Snow Flobes,160,500,0,100,0,0,0,0
Stamina Snow Flobes X Icicle Root,Icicle Root X Stamina Snow Flobes,160,0,0,0,-5,5,-5,-5
Stamina Snow Flobes X Sweater Plant,Sweater Plant X Stamina Snow Flobes,160,0,0,0,0,3,0,0
Stamina Snow Flobes X Chilly Berry,Chilly Berry X Stamina Snow Flobes,160,0,0,0,1,1,0,0
Stamina Snow Flobes X Bulbshroom,Bulbshroom X Stamina Snow Flobes,160,0,0,0,0,0,3,3
Stamina Snow Flobes X Ruby Plant,Ruby Plant X Stamina Snow Flobes,160,0,0,0,2,0,2,2
Stamina Snow Flobes X Snowman Plant,Snowman Plant X Stamina Snow Flobes,160,0,50,0,1,0,0,0
Stamina Snow Flobes X Gift Plant,Gift Plant X Stamina Snow Flobes,160,1000,0,0,0,0,0,0
Stamina Snow Flobes X Cresent Plant,Cresent Plant X Stamina Snow Flobes,160,0,0,0,5,0,0,0
Stamina Snow Flobes X Beach Peach,Beach Peach X Stamina Snow Flobes,160,0,0,0,0,0,0,0
Stamina Snow Flobes X Popcorn Plant,Popcorn Plant X Stamina Snow Flobes,160,0,0,0,0,-1,0,0
Stamina Snow Flobes X Black Pearl,Black Pearl X Stamina Snow Flobes,160,0,0,0,0,-3,0,5
Stamina Snow Flobes X Spectre Flower,Spectre Flower X Stamina Snow Flobes,150,0,0,50,0,0,-2,0
Stamina Snow Flobes X Flag Flower,Flag Flower X Stamina Snow Flobes,150,0,0,40,0,0,0,0
Stamina Snow Flobes X Skeleplant,Skeleplant X Stamina Snow Flobes,150,0,0,0,-2,2,0,0
Stamina Snow Flobes X Electricone,Electricone X Stamina Snow Flobes,150,0,0,0,0,0,0,4
Stamina Snow Flobes X Fuzzball,Fuzzball X Stamina Snow Flobes,150,0,0,0,1,0,1,1
Stamina Snow Flobes X Wilowisp,Wilowisp X Stamina Snow Flobes,150,250,0,0,0,0,0,0
Stamina Snow Flobes X Plantern,Plantern X Stamina Snow Flobes,150,0,0,0,0,0,4,0
Stamina Snow Flobes X Heat Plant,Heat Plant X Stamina Snow Flobes,150,0,0,0,4,0,0,0
Stamina Snow Flobes X Ghostshroom,Ghostshroom X Stamina Snow Flobes,150,0,100,0,0,0,0,0
Stamina Snow Flobes X Colberry,Colberry X Stamina Snow Flobes,150,0,40,0,0,0,0,0
Stamina Snow Flobes X Applum,Applum X Stamina Snow Flobes,150,0,20,0,0,0,0,0
Stamina Snow Flobes X Tiny Flower,Tiny Flower X Stamina Snow Flobes,140,50,0,30,0,0,0,0
Stamina Snow Flobes X Sun Flower,Sun Flower X Stamina Snow Flobes,140,0,0,30,0,0,2,0
Stamina Snow Flobes X Fire Flower,Fire Flower X Stamina Snow Flobes,140,0,0,30,0,0,0,0
Stamina Snow Flobes X Pinwheel Flower,Pinwheel Flower X Stamina Snow Flobes,140,0,0,20,1,0,0,0
Stamina Snow Flobes X Zaplant,Zaplant X Stamina Snow Flobes,140,0,0,0,0,1,0,3
Stamina Snow Flobes X Wingfruit,Wingfruit X Stamina Snow Flobes,140,0,0,0,-8,0,0,8
Stamina Snow Flobes X Lilypad,Lilypad X Stamina Snow Flobes,140,0,15,0,0,0,0,0
Stamina Snow Flobes X CatTail,CatTail X Stamina Snow Flobes,140,0,0,0,0,0,3,0
Stamina Snow Flobes X Umbrellashroom,Umbrellashroom X Stamina Snow Flobes,140,0,0,0,-1,0,0,2
Stamina Snow Flobes X Mossball,Mossball X Stamina Snow Flobes,140,0,10,0,0,0,1,1
Stamina Snow Flobes X Popsiplant,Popsiplant X Stamina Snow Flobes,140,0,0,0,1,0,2,0
Stamina Snow Flobes X Hot Air Fruit,Hot Air Fruit X Stamina Snow Flobes,140,50,20,0,0,0,0,0
Stamina Snow Flobes X Bolt,Bolt X Stamina Snow Flobes,140,0,0,0,0,0,5,0
Stamina Snow Flobes X Flameroot,Flameroot X Stamina Snow Flobes,140,0,0,0,0,0,4,0
Stamina Snow Flobes X Bloodroot,Bloodroot X Stamina Snow Flobes,140,0,0,0,5,0,-5,0
Stamina Snow Flobes X Eyeberry,Eyeberry X Stamina Snow Flobes,140,100,0,0,0,0,0,0
Stamina Snow Flobes X Nimbus Plant,Nimbus Plant X Stamina Snow Flobes,140,0,0,0,0,0,0,3
Stamina Snow Flobes X Hot Pepper,Hot Pepper X Stamina Snow Flobes,140,0,0,0,3,0,0,0
Stamina Snow Flobes X Yarrow,Yarrow X Stamina Snow Flobes,140,0,30,0,0,0,0,0
Stamina Snow Flobes X Spirit Bane,Spirit Bane X Stamina Snow Flobes,140,0,0,0,0,0,-5,5
Stamina Snow Flobes X Prickly Plant,Prickly Plant X Stamina Snow Flobes,140,0,0,0,0,0,0,-4
Stamina Snow Flobes X Erdenleaf,Erdenleaf X Stamina Snow Flobes,140,0,0,0,0,-2,0,0
Stamina Snow Flobes X Flake Flower,Flake Flower X Stamina Snow Flobes,110,0,0,50,-2,0,-2,-2
Stamina Snow Flobes X Spiky Plant,Spiky Plant X Stamina Snow Flobes,110,0,0,0,0,0,-3,0
Stamina Snow Flobes X Saplant,Saplant X Stamina Snow Flobes,110,0,0,0,0,0,-5,0
Stamina Snow Flobes X Nightshade,Nightshade X Stamina Snow Flobes,110,0,0,0,-3,0,0,0
Stamina Snow Flobes X Mandrake,Mandrake X Stamina Snow Flobes,110,0,0,0,0,0,0,-3
Stamina Snow Flobes X Grumpkin,Grumpkin X Stamina Snow Flobes,110,0,0,0,-1,0,-1,-1
Stamina Squish X Stamina Squish,Stamina Squish X Stamina Squish,180,0,0,0,0,0,0,0
Stamina Squish X Stamina Stonefruit,Stamina Stonefruit X Stamina Squish,165,0,0,0,0,0,0,0
Stamina Squish X Stamina Snowdrop Flower,Stamina Snowdrop Flower X Stamina Squish,150,500,0,100,0,0,0,0
Stamina Squish X Stamina Icicle Root,Stamina Icicle Root X Stamina Squish,150,0,0,0,-5,5,-5,-5
Stamina Squish X Stamina Sweater Plant,Stamina Sweater Plant X Stamina Squish,150,0,0,0,0,3,0,0
Stamina Squish X Stamina Chilly Berry,Stamina Chilly Berry X Stamina Squish,150,0,0,0,1,1,0,0
Stamina Squish X Stamina Bulbshroom,Stamina Bulbshroom X Stamina Squish,150,0,0,0,0,0,3,3
Stamina Squish X Stamina Ruby Plant,Stamina Ruby Plant X Stamina Squish,150,0,0,0,2,0,2,2
Stamina Squish X Stamina Snowman Plant,Stamina Snowman Plant X Stamina Squish,150,0,50,0,1,0,0,0
Stamina Squish X Stamina Gift Plant,Stamina Gift Plant X Stamina Squish,150,1000,0,0,0,0,0,0
Stamina Squish X Stamina Cresent Plant,Stamina Cresent Plant X Stamina Squish,150,0,0,0,5,0,0,0
Stamina Squish X Stamina Beach Peach,Stamina Beach Peach X Stamina Squish,150,0,0,0,0,0,0,0
Stamina Squish X Stamina Popcorn Plant,Stamina Popcorn Plant X Stamina Squish,150,0,0,0,0,-1,0,0
Stamina Squish X Stamina Black Pearl,Stamina Black Pearl X Stamina Squish,150,0,0,0,0,-3,0,5
Stamina Squish X Stamina Spectre Flower,Stamina Spectre Flower X Stamina Squish,135,0,0,50,0,0,-2,0
Stamina Squish X Stamina Flag Flower,Stamina Flag Flower X Stamina Squish,135,0,0,40,0,0,0,0
Stamina Squish X Stamina Skeleplant,Stamina Skeleplant X Stamina Squish,135,0,0,0,-2,2,0,0
Stamina Squish X Stamina Electricone,Stamina Electricone X Stamina Squish,135,0,0,0,0,0,0,4
Stamina Squish X Stamina Fuzzball,Stamina Fuzzball X Stamina Squish,135,0,0,0,1,0,1,1
Stamina Squish X Stamina Wilowisp,Stamina Wilowisp X Stamina Squish,135,250,0,0,0,0,0,0
Stamina Squish X Stamina Plantern,Stamina Plantern X Stamina Squish,135,0,0,0,0,0,4,0
Stamina Squish X Stamina Heat Plant,Stamina Heat Plant X Stamina Squish,135,0,0,0,4,0,0,0
Stamina Squish X Stamina Ghostshroom,Stamina Ghostshroom X Stamina Squish,135,0,100,0,0,0,0,0
Stamina Squish X Stamina Colberry,Stamina Colberry X Stamina Squish,135,0,40,0,0,0,0,0
Stamina Squish X Stamina Applum,Stamina Applum X Stamina Squish,135,0,20,0,0,0,0,0
Stamina Squish X Stamina Tiny Flower,Stamina Tiny Flower X Stamina Squish,120,50,0,30,0,0,0,0
Stamina Squish X Stamina Sun Flower,Stamina Sun Flower X Stamina Squish,120,0,0,30,0,0,2,0
Stamina Squish X Stamina Fire Flower,Stamina Fire Flower X Stamina Squish,120,0,0,30,0,0,0,0
Stamina Squish X Stamina Pinwheel Flower,Stamina Pinwheel Flower X Stamina Squish,120,0,0,20,1,0,0,0
Stamina Squish X Stamina Zaplant,Stamina Zaplant X Stamina Squish,120,0,0,0,0,1,0,3
Stamina Squish X Stamina Wingfruit,Stamina Wingfruit X Stamina Squish,120,0,0,0,-8,0,0,8
Stamina Squish X Stamina Lilypad,Stamina Lilypad X Stamina Squish,120,0,15,0,0,0,0,0
Stamina Squish X Stamina CatTail,Stamina CatTail X Stamina Squish,120,0,0,0,0,0,3,0
Stamina Squish X Stamina Umbrellashroom,Stamina Umbrellashroom X Stamina Squish,120,0,0,0,-1,0,0,2
Stamina Squish X Stamina Mossball,Stamina Mossball X Stamina Squish,120,0,10,0,0,0,1,1
Stamina Squish X Stamina Popsiplant,Stamina Popsiplant X Stamina Squish,120,0,0,0,1,0,2,0
Stamina Squish X Stamina Hot Air Fruit,Stamina Hot Air Fruit X Stamina Squish,120,50,20,0,0,0,0,0
Stamina Squish X Stamina Bolt,Stamina Bolt X Stamina Squish,120,0,0,0,0,0,5,0
Stamina Squish X Stamina Flameroot,Stamina Flameroot X Stamina Squish,120,0,0,0,0,0,4,0
Stamina Squish X Stamina Bloodroot,Stamina Bloodroot X Stamina Squish,120,0,0,0,5,0,-5,0
Stamina Squish X Stamina Eyeberry,Stamina Eyeberry X Stamina Squish,120,100,0,0,0,0,0,0
Stamina Squish X Stamina Nimbus Plant,Stamina Nimbus Plant X Stamina Squish,120,0,0,0,0,0,0,3
Stamina Squish X Stamina Hot Pepper,Stamina Hot Pepper X Stamina Squish,120,0,0,0,3,0,0,0
Stamina Squish X Stamina Yarrow,Stamina Yarrow X Stamina Squish,120,0,30,0,0,0,0,0
Stamina Squish X Stamina Spirit Bane,Stamina Spirit Bane X Stamina Squish,120,0,0,0,0,0,-5,5
Stamina Squish X Stamina Prickly Plant,Stamina Prickly Plant X Stamina Squish,120,0,0,0,0,0,0,-4
Stamina Squish X Stamina Erdenleaf,Stamina Erdenleaf X Stamina Squish,120,0,0,0,0,-2,0,0
Stamina Squish X Exp Snowdrop Flower,Exp Snowdrop Flower X Stamina Squish,130,750,0,100,0,0,0,0
Stamina Squish X Exp Gift Plant,Exp Gift Plant X Stamina Squish,130,1500,0,0,0,0,0,0
Stamina Squish X Exp Wilowisp,Exp Wilowisp X Stamina Squish,120,375,0,0,0,0,0,0
Stamina Squish X Exp Tiny Flower,Exp Tiny Flower X Stamina Squish,110,75,0,30,0,0,0,0
Stamina Squish X Exp Hot Air Fruit,Exp Hot Air Fruit X Stamina Squish,110,75,20,0,0,0,0,0
Stamina Squish X Exp Eyeberry,Exp Eyeberry X Stamina Squish,110,150,0,0,0,0,0,0
Stamina Squish X Health Snowman Plant,Health Snowman Plant X Stamina Squish,130,0,75,0,1,0,0,0
Stamina Squish X Health Ghostshroom,Health Ghostshroom X Stamina Squish,120,0,150,0,0,0,0,0
Stamina Squish X Health Colberry,Health Colberry X Stamina Squish,120,0,60,0,0,0,0,0
Stamina Squish X Health Applum,Health Applum X Stamina Squish,120,0,30,0,0,0,0,0
Stamina Squish X Health Lilypad,Health Lilypad X Stamina Squish,110,0,22.5,0,0,0,0,0
Stamina Squish X Health Mossball,Health Mossball X Stamina Squish,110,0,15,0,0,0,1,1
Stamina Squish X Health Hot Air Fruit,Health Hot Air Fruit X Stamina Squish,110,50,30,0,0,0,0,0
Stamina Squish X Health Yarrow,Health Yarrow X Stamina Squish,110,0,45,0,0,0,0,0
Stamina Squish X Power Bulbshroom,Power Bulbshroom X Stamina Squish,130,0,0,0,0,0,3,4.5
Stamina Squish X Power Ruby Plant,Power Ruby Plant X Stamina Squish,130,0,0,0,2,0,2,3
Stamina Squish X Power Black Pearl,Power Black Pearl X Stamina Squish,130,0,0,0,0,-3,0,7.5
Stamina Squish X Power Electricone,Power Electricone X Stamina Squish,120,0,0,0,0,0,0,6
Stamina Squish X Power Fuzzball,Power Fuzzball X Stamina Squish,120,0,0,0,1,0,1,1.5
Stamina Squish X Power Zaplant,Power Zaplant X Stamina Squish,110,0,0,0,0,1,0,4.5
Stamina Squish X Power Wingfruit,Power Wingfruit X Stamina Squish,110,0,0,0,-8,0,0,12
Stamina Squish X Power Umbrellashroom,Power Umbrellashroom X Stamina Squish,110,0,0,0,-1,0,0,3
Stamina Squish X Power Mossball,Power Mossball X Stamina Squish,110,0,10,0,0,0,1,1.5
Stamina Squish X Power Nimbus Plant,Power Nimbus Plant X Stamina Squish,110,0,0,0,0,0,0,4.5
Stamina Squish X Power Spirit Bane,Power Spirit Bane X Stamina Squish,110,0,0,0,0,0,-5,7.5
Stamina Squish X Speed Bulbshroom,Speed Bulbshroom X Stamina Squish,130,0,0,0,0,0,4.5,3
Stamina Squish X Speed Ruby Plant,Speed Ruby Plant X Stamina Squish,130,0,0,0,2,0,3,2
Stamina Squish X Speed Fuzzball,Speed Fuzzball X Stamina Squish,120,0,0,0,1,0,1.5,1
Stamina Squish X Speed Plantern,Speed Plantern X Stamina Squish,120,0,0,0,0,0,6,0
Stamina Squish X Speed Sun Flower,Speed Sun Flower X Stamina Squish,110,0,0,30,0,0,3,0
Stamina Squish X Speed CatTail,Speed CatTail X Stamina Squish,110,0,0,0,0,0,4.5,0
Stamina Squish X Speed Mossball,Speed Mossball X Stamina Squish,110,0,10,0,0,0,1.5,1
Stamina Squish X Speed Popsiplant,Speed Popsiplant X Stamina Squish,110,0,0,0,1,0,3,0
Stamina Squish X Speed Bolt,Speed Bolt X Stamina Squish,110,0,0,0,0,0,7.5,0
Stamina Squish X Speed Flameroot,Speed Flameroot X Stamina Squish,110,0,0,0,0,0,6,0
Stamina Squish X Tame Snowdrop Flower,Tame Snowdrop Flower X Stamina Squish,130,500,0,150,0,0,0,0
Stamina Squish X Tame Spectre Flower,Tame Spectre Flower X Stamina Squish,120,0,0,75,0,0,-2,0
Stamina Squish X Tame Flag Flower,Tame Flag Flower X Stamina Squish,120,0,0,60,0,0,0,0
Stamina Squish X Tame Tiny Flower,Tame Tiny Flower X Stamina Squish,110,50,0,45,0,0,0,0
Stamina Squish X Tame Sun Flower,Tame Sun Flower X Stamina Squish,110,0,0,45,0,0,2,0
Stamina Squish X Tame Fire Flower,Tame Fire Flower X Stamina Squish,110,0,0,45,0,0,0,0
Stamina Squish X Tame Pinwheel Flower,Tame Pinwheel Flower X Stamina Squish,110,0,0,30,1,0,0,0
Stamina Squish X Tame Flake Flower,Tame Flake Flower X Stamina Squish,80,0,0,75,-2,0,-2,-2
Stamina Squish X Magic Mushroom,Magic Mushroom X Stamina Squish,190,0,0,0,0,0,0,0
Stamina Squish X Snow Flobes,Snow Flobes X Stamina Squish,170,0,0,0,0,0,0,0
Stamina Squish X Squish,Squish X Stamina Squish,150,0,0,0,0,0,0,0
Stamina Squish X Stonefruit,Stonefruit X Stamina Squish,140,0,0,0,0,0,0,0
Stamina Squish X Snowdrop Flower,Snowdrop Flower X Stamina Squish,130,500,0,100,0,0,0,0
Stamina Squish X Icicle Root,Icicle Root X Stamina Squish,130,0,0,0,-5,5,-5,-5
Stamina Squish X Sweater Plant,Sweater Plant X Stamina Squish,130,0,0,0,0,3,0,0
Stamina Squish X Chilly Berry,Chilly Berry X Stamina Squish,130,0,0,0,1,1,0,0
Stamina Squish X Bulbshroom,Bulbshroom X Stamina Squish,130,0,0,0,0,0,3,3
Stamina Squish X Ruby Plant,Ruby Plant X Stamina Squish,130,0,0,0,2,0,2,2
Stamina Squish X Snowman Plant,Snowman Plant X Stamina Squish,130,0,50,0,1,0,0,0
Stamina Squish X Gift Plant,Gift Plant X Stamina Squish,130,1000,0,0,0,0,0,0
Stamina Squish X Cresent Plant,Cresent Plant X Stamina Squish,130,0,0,0,5,0,0,0
Stamina Squish X Beach Peach,Beach Peach X Stamina Squish,130,0,0,0,0,0,0,0
Stamina Squish X Popcorn Plant,Popcorn Plant X Stamina Squish,130,0,0,0,0,-1,0,0
Stamina Squish X Black Pearl,Black Pearl X Stamina Squish,130,0,0,0,0,-3,0,5
Stamina Squish X Spectre Flower,Spectre Flower X Stamina Squish,120,0,0,50,0,0,-2,0
Stamina Squish X Flag Flower,Flag Flower X Stamina Squish,120,0,0,40,0,0,0,0
Stamina Squish X Skeleplant,Skeleplant X Stamina Squish,120,0,0,0,-2,2,0,0
Stamina Squish X Electricone,Electricone X Stamina Squish,120,0,0,0,0,0,0,4
Stamina Squish X Fuzzball,Fuzzball X Stamina Squish,120,0,0,0,1,0,1,1
Stamina Squish X Wilowisp,Wilowisp X Stamina Squish,120,250,0,0,0,0,0,0
Stamina Squish X Plantern,Plantern X Stamina Squish,120,0,0,0,0,0,4,0
Stamina Squish X Heat Plant,Heat Plant X Stamina Squish,120,0,0,0,4,0,0,0
Stamina Squish X Ghostshroom,Ghostshroom X Stamina Squish,120,0,100,0,0,0,0,0
Stamina Squish X Colberry,Colberry X Stamina Squish,120,0,40,0,0,0,0,0
Stamina Squish X Applum,Applum X Stamina Squish,120,0,20,0,0,0,0,0
Stamina Squish X Tiny Flower,Tiny Flower X Stamina Squish,110,50,0,30,0,0,0,0
Stamina Squish X Sun Flower,Sun Flower X Stamina Squish,110,0,0,30,0,0,2,0
Stamina Squish X Fire Flower,Fire Flower X Stamina Squish,110,0,0,30,0,0,0,0
Stamina Squish X Pinwheel Flower,Pinwheel Flower X Stamina Squish,110,0,0,20,1,0,0,0
Stamina Squish X Zaplant,Zaplant X Stamina Squish,110,0,0,0,0,1,0,3
Stamina Squish X Wingfruit,Wingfruit X Stamina Squish,110,0,0,0,-8,0,0,8
Stamina Squish X Lilypad,Lilypad X Stamina Squish,110,0,15,0,0,0,0,0
Stamina Squish X CatTail,CatTail X Stamina Squish,110,0,0,0,0,0,3,0
Stamina Squish X Umbrellashroom,Umbrellashroom X Stamina Squish,110,0,0,0,-1,0,0,2
Stamina Squish X Mossball,Mossball X Stamina Squish,110,0,10,0,0,0,1,1
Stamina Squish X Popsiplant,Popsiplant X Stamina Squish,110,0,0,0,1,0,2,0
Stamina Squish X Hot Air Fruit,Hot Air Fruit X Stamina Squish,110,50,20,0,0,0,0,0
Stamina Squish X Bolt,Bolt X Stamina Squish,110,0,0,0,0,0,5,0
Stamina Squish X Flameroot,Flameroot X Stamina Squish,110,0,0,0,0,0,4,0
Stamina Squish X Bloodroot,Bloodroot X Stamina Squish,110,0,0,0,5,0,-5,0
Stamina Squish X Eyeberry,Eyeberry X Stamina Squish,110,100,0,0,0,0,0,0
Stamina Squish X Nimbus Plant,Nimbus Plant X Stamina Squish,110,0,0,0,0,0,0,3
Stamina Squish X Hot Pepper,Hot Pepper X Stamina Squish,110,0,0,0,3,0,0,0
Stamina Squish X Yarrow,Yarrow X Stamina Squish,110,0,30,0,0,0,0,0
Stamina Squish X Spirit Bane,Spirit Bane X Stamina Squish,110,0,0,0,0,0,-5,5
Stamina Squish X Prickly Plant,Prickly Plant X Stamina Squish,110,0,0,0,0,0,0,-4
Stamina Squish X Erdenleaf,Erdenleaf X Stamina Squish,110,0,0,0,0,-2,0,0
Stamina Squish X Flake Flower,Flake Flower X Stamina Squish,80,0,0,50,-2,0,-2,-2
Stamina Squish X Spiky Plant,Spiky Plant X Stamina Squish,80,0,0,0,0,0,-3,0
Stamina Squish X Saplant,Saplant X Stamina Squish,80,0,0,0,0,0,-5,0
Stamina Squish X Nightshade,Nightshade X Stamina Squish,80,0,0,0,-3,0,0,0
Stamina Squish X Mandrake,Mandrake X Stamina Squish,80,0,0,0,0,0,0,-3
Stamina Squish X Grumpkin,Grumpkin X Stamina Squish,80,0,0,0,-1,0,-1,-1
Stamina Stonefruit X Stamina Stonefruit,Stamina Stonefruit X Stamina Stonefruit,150,0,0,0,0,0,0,0
Stamina Stonefruit X Stamina Snowdrop Flower,Stamina Snowdrop Flower X Stamina Stonefruit,135,500,0,100,0,0,0,0
Stamina Stonefruit X Stamina Icicle Root,Stamina Icicle Root X Stamina Stonefruit,135,0,0,0,-5,5,-5,-5
Stamina Stonefruit X Stamina Sweater Plant,Stamina Sweater Plant X Stamina Stonefruit,135,0,0,0,0,3,0,0
Stamina Stonefruit X Stamina Chilly Berry,Stamina Chilly Berry X Stamina Stonefruit,135,0,0,0,1,1,0,0
Stamina Stonefruit X Stamina Bulbshroom,Stamina Bulbshroom X Stamina Stonefruit,135,0,0,0,0,0,3,3
Stamina Stonefruit X Stamina Ruby Plant,Stamina Ruby Plant X Stamina Stonefruit,135,0,0,0,2,0,2,2
Stamina Stonefruit X Stamina Snowman Plant,Stamina Snowman Plant X Stamina Stonefruit,135,0,50,0,1,0,0,0
Stamina Stonefruit X Stamina Gift Plant,Stamina Gift Plant X Stamina Stonefruit,135,1000,0,0,0,0,0,0
Stamina Stonefruit X Stamina Cresent Plant,Stamina Cresent Plant X Stamina Stonefruit,135,0,0,0,5,0,0,0
Stamina Stonefruit X Stamina Beach Peach,Stamina Beach Peach X Stamina Stonefruit,135,0,0,0,0,0,0,0
Stamina Stonefruit X Stamina Popcorn Plant,Stamina Popcorn Plant X Stamina Stonefruit,135,0,0,0,0,-1,0,0
Stamina Stonefruit X Stamina Black Pearl,Stamina Black Pearl X Stamina Stonefruit,135,0,0,0,0,-3,0,5
Stamina Stonefruit X Stamina Spectre Flower,Stamina Spectre Flower X Stamina Stonefruit,120,0,0,50,0,0,-2,0
Stamina Stonefruit X Stamina Flag Flower,Stamina Flag Flower X Stamina Stonefruit,120,0,0,40,0,0,0,0
Stamina Stonefruit X Stamina Skeleplant,Stamina Skeleplant X Stamina Stonefruit,120,0,0,0,-2,2,0,0
Stamina Stonefruit X Stamina Electricone,Stamina Electricone X Stamina Stonefruit,120,0,0,0,0,0,0,4
Stamina Stonefruit X Stamina Fuzzball,Stamina Fuzzball X Stamina Stonefruit,120,0,0,0,1,0,1,1
Stamina Stonefruit X Stamina Wilowisp,Stamina Wilowisp X Stamina Stonefruit,120,250,0,0,0,0,0,0
Stamina Stonefruit X Stamina Plantern,Stamina Plantern X Stamina Stonefruit,120,0,0,0,0,0,4,0
Stamina Stonefruit X Stamina Heat Plant,Stamina Heat Plant X Stamina Stonefruit,120,0,0,0,4,0,0,0
Stamina Stonefruit X Stamina Ghostshroom,Stamina Ghostshroom X Stamina Stonefruit,120,0,100,0,0,0,0,0
Stamina Stonefruit X Stamina Colberry,Stamina Colberry X Stamina Stonefruit,120,0,40,0,0,0,0,0
Stamina Stonefruit X Stamina Applum,Stamina Applum X Stamina Stonefruit,120,0,20,0,0,0,0,0
Stamina Stonefruit X Stamina Tiny Flower,Stamina Tiny Flower X Stamina Stonefruit,105,50,0,30,0,0,0,0
Stamina Stonefruit X Stamina Sun Flower,Stamina Sun Flower X Stamina Stonefruit,105,0,0,30,0,0,2,0
Stamina Stonefruit X Stamina Fire Flower,Stamina Fire Flower X Stamina Stonefruit,105,0,0,30,0,0,0,0
Stamina Stonefruit X Stamina Pinwheel Flower,Stamina Pinwheel Flower X Stamina Stonefruit,105,0,0,20,1,0,0,0
Stamina Stonefruit X Stamina Zaplant,Stamina Zaplant X Stamina Stonefruit,105,0,0,0,0,1,0,3
Stamina Stonefruit X Stamina Wingfruit,Stamina Wingfruit X Stamina Stonefruit,105,0,0,0,-8,0,0,8
Stamina Stonefruit X Stamina Lilypad,Stamina Lilypad X Stamina Stonefruit,105,0,15,0,0,0,0,0
Stamina Stonefruit X Stamina CatTail,Stamina CatTail X Stamina Stonefruit,105,0,0,0,0,0,3,0
Stamina Stonefruit X Stamina Umbrellashroom,Stamina Umbrellashroom X Stamina Stonefruit,105,0,0,0,-1,0,0,2
Stamina Stonefruit X Stamina Mossball,Stamina Mossball X Stamina Stonefruit,105,0,10,0,0,0,1,1
Stamina Stonefruit X Stamina Popsiplant,Stamina Popsiplant X Stamina Stonefruit,105,0,0,0,1,0,2,0
Stamina Stonefruit X Stamina Hot Air Fruit,Stamina Hot Air Fruit X Stamina Stonefruit,105,50,20,0,0,0,0,0
Stamina Stonefruit X Stamina Bolt,Stamina Bolt X Stamina Stonefruit,105,0,0,0,0,0,5,0
Stamina Stonefruit X Stamina Flameroot,Stamina Flameroot X Stamina Stonefruit,105,0,0,0,0,0,4,0
Stamina Stonefruit X Stamina Bloodroot,Stamina Bloodroot X Stamina Stonefruit,105,0,0,0,5,0,-5,0
Stamina Stonefruit X Stamina Eyeberry,Stamina Eyeberry X Stamina Stonefruit,105,100,0,0,0,0,0,0
Stamina Stonefruit X Stamina Nimbus Plant,Stamina Nimbus Plant X Stamina Stonefruit,105,0,0,0,0,0,0,3
Stamina Stonefruit X Stamina Hot Pepper,Stamina Hot Pepper X Stamina Stonefruit,105,0,0,0,3,0,0,0
Stamina Stonefruit X Stamina Yarrow,Stamina Yarrow X Stamina Stonefruit,105,0,30,0,0,0,0,0
Stamina Stonefruit X Stamina Spirit Bane,Stamina Spirit Bane X Stamina Stonefruit,105,0,0,0,0,0,-5,5
Stamina Stonefruit X Stamina Prickly Plant,Stamina Prickly Plant X Stamina Stonefruit,105,0,0,0,0,0,0,-4
Stamina Stonefruit X Stamina Erdenleaf,Stamina Erdenleaf X Stamina Stonefruit,105,0,0,0,0,-2,0,0
Stamina Stonefruit X Exp Snowdrop Flower,Exp Snowdrop Flower X Stamina Stonefruit,115,750,0,100,0,0,0,0
Stamina Stonefruit X Exp Gift Plant,Exp Gift Plant X Stamina Stonefruit,115,1500,0,0,0,0,0,0
Stamina Stonefruit X Exp Wilowisp,Exp Wilowisp X Stamina Stonefruit,105,375,0,0,0,0,0,0
Stamina Stonefruit X Exp Tiny Flower,Exp Tiny Flower X Stamina Stonefruit,95,75,0,30,0,0,0,0
Stamina Stonefruit X Exp Hot Air Fruit,Exp Hot Air Fruit X Stamina Stonefruit,95,75,20,0,0,0,0,0
Stamina Stonefruit X Exp Eyeberry,Exp Eyeberry X Stamina Stonefruit,95,150,0,0,0,0,0,0
Stamina Stonefruit X Health Snowman Plant,Health Snowman Plant X Stamina Stonefruit,115,0,75,0,1,0,0,0
Stamina Stonefruit X Health Ghostshroom,Health Ghostshroom X Stamina Stonefruit,105,0,150,0,0,0,0,0
Stamina Stonefruit X Health Colberry,Health Colberry X Stamina Stonefruit,105,0,60,0,0,0,0,0
Stamina Stonefruit X Health Applum,Health Applum X Stamina Stonefruit,105,0,30,0,0,0,0,0
Stamina Stonefruit X Health Lilypad,Health Lilypad X Stamina Stonefruit,95,0,22.5,0,0,0,0,0
Stamina Stonefruit X Health Mossball,Health Mossball X Stamina Stonefruit,95,0,15,0,0,0,1,1
